Company,ProductName,TypeName,ScreenResolution,Cpu,Memory,Gpu,OpSys,Ram,Weight,Inches,Price_euros
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,128GB SSD,Intel HD Graphics 520,No OS,4GB,1.85kg,15.6,403.5
Lenovo,IdeaPad 320-15ISK,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,256GB SSD,Intel HD Graphics 520,No OS,4GB,2.2kg,15.6,444
HP,250 G6,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,500GB HDD,Intel HD Graphics 520,No OS,4GB,1.86kg,15.6,344.99
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,500GB HDD,Intel HD Graphics 520,No OS,4GB,2.1kg,15.6,349
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,500GB HDD,Intel HD Graphics 520,No OS,4GB,2.8kg,17.3,529
HP,15-bs002nv (i3-6006U/4GB/128GB/FHD/W10),Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,128GB SSD,Intel HD Graphics 520,Windows 10,4GB,1.91kg,15.6,439
Dell,Vostro 5468,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,128GB SSD,Intel HD Graphics 520,Windows 10,4GB,1.6kg,14,735.87
Lenovo,IdeaPad 320-15ISK,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,128GB SSD,Intel HD Graphics 520,Windows 10,4GB,2.2kg,15.6,499
Lenovo,Ideapad 310-15ISK,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,1000GB HDD,Intel HD Graphics 520,Windows 10,4GB,1.85kg,15.6,414.9
HP,250 G6,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,1000GB HDD,Intel HD Graphics 520,Windows 10,4GB,1.86kg,15.6,469
Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,1000GB HDD,Intel HD Graphics 520,Windows 10,4GB,1.85kg,15.6,449
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,1000GB HDD,Intel HD Graphics 520,Windows 10,4GB,2.1kg,15.6,478
HP,250 G6,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.86kg,15.6,539
Lenovo,IdeaPad 320-15ISK,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,2.2kg,15.6,409
HP,250 G6,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,1.86kg,15.6,397
Asus,X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,1000GB HDD,Intel HD Graphics 620,Linux,4GB,2kg,15.6,389
Acer,Aspire 5,Notebook,1366x768,Intel Core i3 6006 2GHz,500GB HDD,Nvidia GeForce GTX MX 940,Windows 10,4GB,2.2kg,15.6,469
Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,1000GB HDD,Nvidia GeForce MX 920,Windows 10,4GB,2kg,17.3,564
Lenovo,IdeaPad 320-15ISK,Notebook,1366x768,Intel Core i3 6006 2GHz,256GB SSD,Nvidia GeForce MX 920,No OS,8GB,2.2kg,15.6,499
Lenovo,IdeaPad 320-15ISK,Notebook,1366x768,Intel Core i3 6006 2GHz,2TB HDD,Nvidia GeForce MX 920,No OS,8GB,2.2kg,15.6,459
Lenovo,Ideapad 320-15ISK,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,1000GB HDD,Nvidia GeForce MX 920,Windows 10,4GB,2.2kg,15.6,579
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,1000GB HDD,Nvidia GeForce MX 920,Windows 10,4GB,2.2kg,15.6,468
Acer,E5 774G,Notebook,1600x900,Intel Core i3 6006 2GHz,1000GB HDD,Nvidia GeForce MX 940,Windows 10,4GB,3.3kg,17.3,598
Acer,Aspire E5-576G,Notebook,Full HD / 1920x1080,Intel Core i3 6006 2GHz,1000GB HDD,Nvidia GeForce MX 940,Windows 10,4GB,2.23kg,15.6,544
Toshiba,Satellite Pro,Notebook,1366x768,Intel Core i3 6100 2.1GHz,128GB SSD,Intel HD Graphics 520,Windows 10,4GB,2.1kg,15.6,498
Dell,Latitude E5470,Notebook,1366x768,Intel Core i3 6100 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.79kg,14,740
Lenovo,IdeaPad 110-15ISK,Notebook,1366x768,Intel Core i3 6100 2.3GHz,1000GB HDD,Intel HD Graphics 520,Windows 10,8GB,2.29kg,15.6,459
HP,ProBook 650,Notebook,1366x768,Intel Core i3 6100 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,2.31kg,15.6,705.15
Dell,Latitude 3570,Notebook,1366x768,Intel Core i3 6100 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,2.06kg,15.6,481.98
HP,ProBook 450,Notebook,1366x768,Intel Core i3 6100 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,2.07kg,15.6,650
Dell,Latitude E5270,Ultrabook,1366x768,Intel Core i3 6100 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows 7,4GB,1.5kg,12.5,1166.97
Dell,Latitude E5270,Ultrabook,1366x768,Intel Core i3 6100 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 7,4GB,1.5kg,12.5,1135.15
Dell,Inspiron 5568,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100 2.3GHz,1000GB HDD,Intel HD Graphics 520,Windows 10,4GB,2.08kg,15.6,795.99
Lenovo,IdeaPad 310-15ISK,Notebook,Full HD / 1920x1080,Intel Core i3 6100 2.3GHz,128GB SSD,Nvidia GeForce MX 920,Windows 10,6GB,2.4kg,15.6,569
Asus,VivoBook S14,Notebook,1366x768,Intel Core i3 7100 2.4GHz,128GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.3kg,14,509
Dell,Vostro 3568,Notebook,1366x768,Intel Core i3 7100 2.4GHz,128GB SSD,Intel HD Graphics 620,Windows 10,4GB,2.18kg,15.6,547
Acer,Aspire 3,Notebook,1366x768,Intel Core i3 7100 2.4GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.4kg,15.6,384
Dell,Inspiron 3567,Notebook,1366x768,Intel Core i3 7100 2.4GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,8GB,2.3kg,15.6,459
Asus,Pro P2540UA-XO0198T,Notebook,1366x768,Intel Core i3 7100 2.4GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.37kg,15.6,398.99
Dell,Vostro 3568,Notebook,1366x768,Intel Core i3 7100 2.4GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.18kg,15.6,586.6
Asus,VivoBook Max,Notebook,1366x768,Intel Core i3 7100 2.4GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,4GB,2kg,15.6,435
Dell,Inspiron 3567,Notebook,1366x768,Intel Core i3 7100 2.4GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,6GB,2.3kg,15.6,459
Dell,Inspiron 3567,Notebook,1366x768,Intel Core i3 7100 2.4GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,6GB,2.3kg,15.6,459
Dell,Inspiron 3567,Notebook,1366x768,Intel Core i3 7100 2.4GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,6GB,2.3kg,15.6,459
HP,ProBook 450,Notebook,1366x768,Intel Core i3 7100 2.4GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,2.04kg,15.6,769.99
Toshiba,Satellite Pro,Notebook,1366x768,Intel Core i3 7100 2.4GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,2kg,15.6,489
HP,ProBook 450,Notebook,1366x768,Intel Core i3 7100 2.4GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.1kg,15.6,668.48
Toshiba,Satellite Pro,Notebook,1366x768,Intel Core i3 7100 2.4GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.0kg,15.6,669
HP,Probook 440,Notebook,1366x768,Intel Core i3 7100 2.4GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,1.64kg,14,684
HP,Probook 430,Notebook,1366x768,Intel Core i3 7100 2.4GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,1.49kg,13.3,800
Dell,Inspiron 5378,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i3 7100 2.4GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,4GB,1.71kg,13.3,649
Dell,Inspiron 5578,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i3 7100 2.4GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.08kg,15,509
HP,ProBook 450,Notebook,Full HD / 1920x1080,Intel Core i3 7100 2.4GHz,128GB SSD,Intel HD Graphics 620,Windows 10,4GB,2.1kg,15.6,705.5
HP,ProBook 430,Notebook,Full HD / 1920x1080,Intel Core i3 7100 2.4GHz,128GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.49kg,13.3,719
Acer,Aspire E5-575,Notebook,Full HD / 1920x1080,Intel Core i3 7100 2.4GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.4kg,15.6,499
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,Full HD / 1920x1080,Intel Core i3 7100 2.4GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,2kg,14,769
HP,ProBook 450,Notebook,Full HD / 1920x1080,Intel Core i3 7100 2.4GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.04kg,15.6,685
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100 2.4GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.74kg,14,629
Acer,Spin 3,Notebook,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100 2.4GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,6GB,2.1kg,15.6,479
Lenovo,Ideapad 510S-13IKB,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i3 7100 2.4GHz,128GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.5kg,13.3,549
Acer,Swift 3,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i3 7100 2.4GHz,128GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.8kg,14,636
Acer,Swift 3,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i3 7100 2.4GHz,128GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.5kg,14,619
Lenovo,Thinkpad 13,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i3 7100 2.4GHz,180GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.44kg,13.3,735
Lenovo,ThinkPad 13,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i3 7100 2.4GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.4kg,13.3,949
Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,Full HD / 1920x1080,Intel Core i3 7100 2.4GHz,256GB SSD,Nvidia GeForce M 920,Windows 10,6GB,2kg,15.6,577
HP,ProBook 450,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i3 7100 2.4GHz,1000GB HDD,Nvidia GeForce MX 930,Windows 10,8GB,2.1kg,15.6,716
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,Full HD / 1920x1080,Intel Core i3 7100 2.4GHz,1000GB HDD,Nvidia GeForce MX 940,Linux,8GB,2.3kg,15.6,597
Lenovo,IdeaPad 320-15IKB,Notebook,Full HD / 1920x1080,Intel Core i3 7100 2.4GHz,1000GB HDD,Nvidia GeForce MX 940,No OS,8GB,2.2kg,15.6,499
HP,Pavilion X360,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100 2.4GHz,128GB SSD,Nvidia GeForce MX 940,Windows 10,4GB,1.63kg,14,699
Acer,Aspire 3,Notebook,1366x768,Intel Core i3 7130 2.7GHz,1000GB HDD,Intel HD Graphics 620,Linux,4GB,2.1kg,15.6,367
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,Full HD / 1920x1080,Intel Core i3 7130 2.7GHz,128GB SSD,Intel HD Graphics 620,Windows 10,4GB,2.05kg,15.6,630
Lenovo,IdeaPad 520S-14IKB,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i3 7130 2.7GHz,256GB SSD,Intel HD Graphics 620,No OS,8GB,1.7kg,14,599
Lenovo,IdeaPad 320s-14IKB,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i3 7130 2.7GHz,128GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.7kg,14,599
Acer,Aspire A515-51G-32MX,Notebook,Full HD / 1920x1080,Intel Core i3 7130 2.7GHz,1000GB HDD,Nvidia GeForce MX 130,Windows 10,4GB,2.2kg,15.6,530
Acer,Aspire A515-51G-37JS,Notebook,Full HD / 1920x1080,Intel Core i3 7130 2.7GHz,256GB SSD,Nvidia GeForce MX 130,Windows 10,4GB,2.2kg,15.6,572
Acer,Aspire 5,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i3 7130 2.7GHz,1000GB HDD,Nvidia GeForce MX 130,Windows 10,4GB,3kg,17.3,655
Acer,Aspire 5,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i3 7130 2.7GHz,256GB SSD,Nvidia GeForce MX 130,Windows 10,4GB,3kg,17.3,702
Apple,"MacBook 12""",Ultrabook,IPS Panel Retina Display / 2304x1440,Intel Core i5 - 6200 1.3GHz,512GB SSD,Intel HD Graphics 615,macOS,8GB,0.92kg,12,1510
Apple,MacBook Air,Ultrabook,1366x768,Intel Core i5 - 6200 1.6GHz,256GB Flash Storage,Intel HD Graphics 6000,macOS,4GB,1.08kg,11.6,959
Apple,MacBook Air,Ultrabook,1440x900,Intel Core i5 - 6200 1.6GHz,128GB Flash Storage,Intel HD Graphics 6000,macOS,8GB,1.35kg,13.3,1099
Apple,MacBook Air,Ultrabook,1440x900,Intel Core i5 - 6200 1.6GHz,256GB Flash Storage,Intel HD Graphics 6000,macOS,8GB,1.35kg,13.3,998
Apple,Macbook Air,Ultrabook,1440x900,Intel Core i5 - 6200 1.8GHz,128GB Flash Storage,Intel HD Graphics 6000,macOS,8GB,1.34kg,13.3,898.94
Apple,Macbook Air,Ultrabook,1440x900,Intel Core i5 - 6200 1.8GHz,256GB Flash Storage,Intel HD Graphics 6000,macOS,8GB,1.34kg,13.3,1158.7
Apple,MacBook Pro,Ultrabook,IPS Panel Retina Display / 2560x1600,Intel Core i5 - 6200 2.0GHz,256GB SSD,Intel Iris Graphics 540,macOS,8GB,1.37kg,13.3,1419
Apple,MacBook Pro,Ultrabook,IPS Panel Retina Display / 2560x1600,Intel Core i5 - 6200 2.3GHz,128GB SSD,Intel Iris Plus Graphics 640,macOS,8GB,1.37kg,13.3,1339.69
Apple,MacBook Pro,Ultrabook,IPS Panel Retina Display / 2560x1600,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel Iris Plus Graphics 640,macOS,8GB,1.37kg,13.3,1518.55
Apple,MacBook Pro,Ultrabook,IPS Panel Retina Display / 2560x1600,Intel Core i5 - 6200 2.9GHz,512GB SSD,Intel Iris Graphics 550,macOS,8GB,1.37kg,13.3,1958.9
Apple,MacBook Pro,Ultrabook,IPS Panel Retina Display / 2560x1600,Intel Core i5 - 6200 3.1GHz,256GB SSD,Intel Iris Plus Graphics 650,macOS,8GB,1.37kg,13.3,1803.6
Apple,MacBook Pro,Ultrabook,IPS Panel Retina Display / 2560x1600,Intel Core i5 - 6200 3.1GHz,512GB SSD,Intel Iris Plus Graphics 650,macOS,8GB,1.37kg,13.3,2040
Dell,Vostro 3559,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,500GB HDD,AMD Radeon R5 315,Windows 7,4GB,2.24kg,15.6,769.15
Lenovo,IdeaPad 300-17ISK,Notebook,1600x900,Intel Core i5 - 6200 2.3GHz,1000GB HDD,AMD Radeon R5 330,Windows 10,8GB,3.0kg,17.3,659
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,1000GB HDD,AMD Radeon R5 330,No OS,8GB,2.32kg,15.6,599
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,1000GB Hybrid,AMD Radeon R5 330,Windows 10,8GB,2.5kg,15.6,788.49
HP,Elitebook 820,Netbook,1366x768,Intel Core i5 - 6200 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows 7,4GB,2.4kg,12.5,1599
Dell,Latitude E5570,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Linux,4GB,2.09kg,15.6,523.63
HP,250 G4,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,No OS,4GB,2.1kg,15.6,476.99
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,No OS,4GB,2.1kg,15.6,398
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows 10,4GB,2.1kg,15.6,493
Acer,TravelMate P238-M,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows 10,4GB,1.6kg,13.3,655
Toshiba,Tecra A50-C-1ZV,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,2.2kg,15.6,1119
Fujitsu,LifeBook A556,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,4GB,2.3kg,15.6,649
Toshiba,Portege A30-C-1CZ,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.5kg,13.3,1210
Toshiba,Satellite Pro,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,2.1kg,15.6,602
Toshiba,Satellite Pro,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,2.1kg,15.6,780
Dell,Latitude 3480,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,1.76kg,14,755
Dell,Latitude 3580,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,1.95kg,15.6,729.9
HP,ProBook 640,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,1.95kg,14,1149
Toshiba,Tecra A40-C-1KF,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,1.75kg,14,915
HP,ProBook 650,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,2.31kg,15.6,1199
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,2.1kg,15.6,540
HP,EliteBook 850,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 7,4GB,1.88kg,15.6,932
Dell,Vostro 3559,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 7,4GB,2.24kg,15.6,737
Lenovo,ThinkPad T460,Notebook,1366x768,Intel Core i5 - 6200 2.3GHz,508GB Hybrid,Intel HD Graphics 520,Windows 7,4GB,1.70kg,14,1002
HP,EliteBook 820,Ultrabook,1366x768,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,4GB,1.26kg,12.5,1244
Toshiba,Portégé Z30-C-188,Ultrabook,1366x768,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.2kg,13.3,1095
Dell,Latitude E5270,Ultrabook,1366x768,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 7,8GB,1.5kg,12.5,1413.1
Lenovo,Yoga 500-14IBD,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i5 - 6200 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows 10,4GB,1.8kg,14,833.01
Dell,Inspiron 5368,Notebook,Full HD / Touchscreen / 1920x1080,Intel Core i5 - 6200 2.3GHz,1000GB HDD,Intel HD Graphics 520,Windows 10,8GB,1.62kg,13.3,649
HP,EliteBook 820,Netbook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.26kg,12.5,1669
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,1000GB HDD,Intel HD Graphics 520,No OS,4GB,2.15kg,15.6,462.35
Toshiba,Portege Z30-C-16H,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows 10,4GB,1.2kg,13.3,1195
Toshiba,Portege Z30-C-16J,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.2kg,13.3,1213
Lenovo,Thinkpad T460,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.7kg,14,1186
HP,Probook 650,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,2.31kg,15.6,1165
Toshiba,Tecra A40-C-1DF,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.95kg,14,1180
Lenovo,ThinkPad T560,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,2.3kg,15.6,1349
Lenovo,Thinkpad L560,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,2.3kg,15.6,1049.6
HP,Spectre Pro,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.16kg,13.3,1690
Lenovo,IdeaPad 320-15ISK,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,2.2kg,15.6,535
HP,Probook 450,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,2.07kg,15.6,910
HP,EliteBook 840,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,1.54kg,14,1000
Toshiba,Portege Z30-C-1CV,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows 7,4GB,1.2kg,13.3,1195
Lenovo,ThinkPad T460,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,180GB SSD,Intel HD Graphics 520,Windows 7,8GB,1.7kg,14,1199
Lenovo,ThinkPad L470,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 7,8GB,2.02kg,14,1340
Lenovo,ThinkPad T470,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 7,8GB,1.65kg,14,1465
Toshiba,Portege Z30-C-1CW,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 7,8GB,1.2kg,13.3,1460
HP,Probook 640,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 7,8GB,1.95kg,14,1195
HP,EliteBook 1040,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 7,8GB,1.43kg,14,1469
HP,EliteBook 1040,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 7,8GB,1.43kg,14,1513
HP,EliteBook 850,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 7,8GB,1.88kg,15.6,1579
HP,EliteBook 840,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 7,4GB,1.54kg,14,1099.99
HP,Probook 650,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 7,4GB,2.31kg,15.6,940
HP,EliteBook 840,Notebook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 7,4GB,1.54kg,14,1030.99
Lenovo,Thinkpad T460,Ultrabook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,180GB SSD,Intel HD Graphics 520,Windows 10,4GB,1.7kg,14,1096
Toshiba,Portégé Z30-C-16K,Ultrabook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.2kg,13.3,1590
HP,EliteBook 820,Ultrabook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows 10,4GB,1.26kg,12.5,1579
HP,EliteBook 820,Ultrabook,Full HD / 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 7,8GB,1.26kg,12.5,1199
Toshiba,Tecra A40-C-1E5,Notebook,IPS Panel / 1366x768,Intel Core i5 - 6200 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows 10,4GB,1.75kg,14,1020
Lenovo,Thinkpad X260,Ultrabook,IPS Panel / 1366x768,Intel Core i5 - 6200 2.3GHz,180GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.3kg,12.5,1099
Acer,Aspire R7,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 - 6200 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows 10,8GB,1.6kg,13.3,689
